Estado;Bacia;Nome Poço;;Campo;Operador;Número do Contrato;Período;Óleo (bbl/dia);Condensado (bbl/dia);Petróleo (bbl/dia);Gás Natural (Mm³/dia);;;Volume Gás Royalties (Mm³/dia);Água (bbl/dia);Instalação Destino;Tipo Instalação;Tempo de Produção (hs por mês);Período da Carga;Corrente;Grau API;Fração de Destilados;;;;;;% em Volumes;;;;;;;;;;;;;;;;Densidade GLP Gás;Densidade GLP Líquido;"PCS GP
(kJ/m³)";Data de atualização
;;ANP;Operador;;;;;;;;Associado;Não Associado;Gás Total;;;;;;;;;Leves;;Médios;;Pesados;;Metano;Etano;Propano;Iso-Butano;Butano;Iso-Pentano;n-Pentano;Hexanos;Heptanos;Octanos;Nonanos;Decanos;Undecanos;Oxigênio;Nitrogênio;Gás Carbônico;;;;
;;;;;;;;;;;;;;;;;;;;;;Corte;Volume;Corte;Volume;Corte;Volume;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;7-ET-401-RN;7ET  0401  RN;ESTREITO;Petrobras;480000037939797;2020/11;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;;;0;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;23/12/2020
Rio Grande do Norte;Potiguar;3-BRSA-1210-RN;3ET1050RN;ESTREITO;Petrobras;480000037939797;2020/11;1,8056;0,0000;1,8056;0,0007;0,0000;0,0007;0,02225;126,2629;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;720;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;23/12/2020
Rio Grande do Norte;Potiguar;7-ET-403-RN;7ET  0403  RN;ESTREITO;Petrobras;480000037939797;2020/11;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;;;0;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;23/12/2020
Rio Grande do Norte;Potiguar;7-ET-1138-RN;7ET1138RN;ESTREITO;Petrobras;480000037939797;2020/11;16,5521;0,0000;16,5521;0,0068;0,0000;0,0068;0,20516;267,4572;Estação Coletora Estreito A;INSTALACAO EMB/DESEMB;720;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;23/12/2020
Rio Grande do Norte;Potiguar;7-ET-1139-RN;7ET1139RN;ESTREITO;Petrobras;480000037939797;2020/11;11,6611;0,0000;11,6611;0,0048;0,0000;0,0048;0,14449;721,7341;Estação Coletora Estreito A;INSTALACAO EMB/DESEMB;697;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;23/12/2020
Rio Grande do Norte;Potiguar;7-ET-1148-RN;7ET1148RN;ESTREITO;Petrobras;480000037939797;2020/11;11,1621;0,0000;11,1621;0,0046;0,0000;0,0046;0,13828;492,2879;Estação Coletora Estreito A;INSTALACAO EMB/DESEMB;720;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;23/12/2020
Rio Grande do Norte;Potiguar;7-ET-1150-RN;7ET1150RN;ESTREITO;Petrobras;480000037939797;2020/11;0,5556;0,0000;0,5556;0,0002;0,0000;0,0002;0,00677;73,2209;Estação Coletora Estreito A;INSTALACAO EMB/DESEMB;720;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;23/12/2020
Rio Grande do Norte;Potiguar;7-ET-1406D-RN;7ET1406DRN;ESTREITO;Petrobras;480000037939797;2020/11;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;;;0;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;23/12/2020
