Estado;Bacia;Nome Poço ANP;Nome Poço Operador;Campo;Operador;Número do Contrato;Período;Óleo (bbl/dia);Condensado (bbl/dia);Petróleo (bbl/dia);Gás Natural (Mm³/dia) Assoc;Gás Natural (Mm³/dia) N Assoc;Gás Natural (Mm³/dia) Total;Volume Gás Royalties (m³/mês);Água (bbl/dia);Instalação Destino;Tipo Instalação;Tempo de Produção (hs por mês);Período da Carga;Corrente;Grau API;Fração de Destilados|Lev|Cort;Fração de Destilados|Lev|Vol;Fração de Destilados|Méd|Corte;Fração de Destilados|Méd|Vol;Fração de Destilados|Pes|Corte;Fração de Destilados|Pes|Vol;% em Volumes Metano;% em Volumes Etano;% em Volumes Propano;% em Volumes Iso-Butano;% em Volumes Butano;% em Volumes Iso-Pentano;% em Volumes n-Pentano;% em Volumes Hexanos;% em Volumes Heptanos;% em Volumes Octanos;% em Volumes Nonanos;% em Volumes Decanos;% em Volumes Undecanos;% em Volumes Oxigênio;% em Volumes Nitrogênio;% em Volumes Gás Carbônico;Densidade GLP Gás;Densidade GLP Líquido;PCS GP(kJ/m³);Data de atualização
Rio de Janeiro;Santos;7-SLL-3-RJS;7SLL3RJS;SUL DE TUPI;Petrobras;48610012913201005;2022/09;677,5607;0;677,5607;55,0693;0;55,0693;727,08798;0;Petrobras 69;UEP;614;2022/02;Área de Sul de Tupi;30,2;< 270ºC;34,8%;270ºC a 458ºC;25,29%;> 458ºC;39,91%;71,809;11,429;6,953;1,006;1,746;,293;,325;,126;,055;,03;,015;,003;0;,06;,879;5,271;2,00144;528,22646;38798,0539;10/10/2025
Rio de Janeiro;Santos;7-LL-119D-RJS;7LL119DRJS;SUL DE TUPI;Petrobras;486100038862000;2022/09;1816,8638;0;1816,8638;104,274;0;104,274;1376,74405;7,1776;FPSO CIDADE DE PARATY;UEP;663;2022/02;Área de Sul de Tupi;30,2;< 270ºC;34,8%;270ºC a 458ºC;25,29%;> 458ºC;39,91%;71,809;11,429;6,953;1,006;1,746;,293;,325;,126;,055;,03;,015;,003;0;,06;,879;5,271;2,00144;528,22646;38798,0539;10/10/2025
Rio de Janeiro;Santos;7-SLL-8D-RJS;7SLL8DRJS;SUL DE TUPI;Petrobras;48610012913201005;2022/09;477,5723;0;477,5723;45,1043;0;45,1043;595,51812;,9583;Petrobras 69;UEP;559;2022/02;Área de Sul de Tupi;30,2;< 270ºC;34,8%;270ºC a 458ºC;25,29%;> 458ºC;39,91%;71,809;11,429;6,953;1,006;1,746;,293;,325;,126;,055;,03;,015;,003;0;,06;,879;5,271;2,00144;528,22646;38798,0539;10/10/2025
Rio de Janeiro;Santos;3-BRSA-1064-RJS;3RJS700;TAMBUATÁ;Petrobras;48610012913201005;2022/09;172,9999;0;172,9999;6,79;0;6,79;49,98047;,1662;Petrobras 76;UEP;527;2022/02;Búzios;28,7;< 270ºC;32,1%;270ºC a 458ºC;27,3%;> 458ºC;40,6%;63,98;11,29;7,37;1,08;2,16;,43;,54;,32;,24;,11;,03;,02;0;,22;1,22;10,99;2,01496;529,83578;36110,3551;10/10/2025
Rio de Janeiro;Santos;3-BRSA-1184-RJS;3RJS723;TAMBUATÁ;Petrobras;48610012913201005;2022/09;159,0749;0;159,0749;6,1496;0;6,1496;45,26669;,0855;Petrobras 77;UEP;489;2022/02;Búzios;28,7;< 270ºC;32,1%;270ºC a 458ºC;27,3%;> 458ºC;40,6%;63,98;11,29;7,37;1,08;2,16;,43;,54;,32;,24;,11;,03;,02;0;,22;1,22;10,99;2,01496;529,83578;36110,3551;10/10/2025
Rio de Janeiro;Santos;9-BRSA-1191-RJS;9RJS708;TAMBUATÁ;Petrobras;48610012913201005;2022/09;130,6258;0;130,6258;6,7594;0;6,7594;49,75543;,1081;Petrobras 74 (P-74);UEP;484;2022/02;Búzios;28,7;< 270ºC;32,1%;270ºC a 458ºC;27,3%;> 458ºC;40,6%;63,98;11,29;7,37;1,08;2,16;,43;,54;,32;,24;,11;,03;,02;0;,22;1,22;10,99;2,01496;529,83578;36110,3551;10/10/2025
Rio de Janeiro;Santos;9-BUZ-1-RJS;9BUZ1RJS;TAMBUATÁ;Petrobras;48610012913201005;2022/09;176,8825;0;176,8825;6,2947;0;6,2947;46,3346;0;Petrobras 76;UEP;526;2022/02;Búzios;28,7;< 270ºC;32,1%;270ºC a 458ºC;27,3%;> 458ºC;40,6%;63,98;11,29;7,37;1,08;2,16;,43;,54;,32;,24;,11;,03;,02;0;,22;1,22;10,99;2,01496;529,83578;36110,3551;10/10/2025
Rio de Janeiro;Santos;9-BUZ-4-RJS;9BUZ4RJS;TAMBUATÁ;Petrobras;48610012913201005;2022/09;281,836;0;281,836;10,7668;0;10,7668;79,25327;,2821;Petrobras 77;UEP;493;2022/02;Búzios;28,7;< 270ºC;32,1%;270ºC a 458ºC;27,3%;> 458ºC;40,6%;63,98;11,29;7,37;1,08;2,16;,43;,54;,32;,24;,11;,03;,02;0;,22;1,22;10,99;2,01496;529,83578;36110,3551;10/10/2025
Rio de Janeiro;Santos;9-BUZ-3-RJS;9BUZ3RJS;TAMBUATÁ;Petrobras;48610012913201005;2022/09;210,0403;0;210,0403;7,9017;0;7,9017;58,16329;0;Petrobras 75 (P-75);UEP;440;2022/02;Búzios;28,7;< 270ºC;32,1%;270ºC a 458ºC;27,3%;> 458ºC;40,6%;63,98;11,29;7,37;1,08;2,16;,43;,54;,32;,24;,11;,03;,02;0;,22;1,22;10,99;2,01496;529,83578;36110,3551;10/10/2025
Rio de Janeiro;Santos;9-BUZ-7-RJS;9BUZ7RJS;TAMBUATÁ;Petrobras;48610012913201005;2022/09;198,6142;0;198,6142;7,4975;0;7,4975;55,18852;0;Petrobras 74 (P-74);UEP;498;2022/02;Búzios;28,7;< 270ºC;32,1%;270ºC a 458ºC;27,3%;> 458ºC;40,6%;63,98;11,29;7,37;1,08;2,16;,43;,54;,32;,24;,11;,03;,02;0;,22;1,22;10,99;2,01496;529,83578;36110,3551;10/10/2025
