ANP - Agência Nacional do Petroleo, Gás Natural e Biocombustíveis;;;;Data: 02/09/2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SIGEP Produção - Versão 9.19, build 17 (Oracle 11g);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMP - Produção de Petróleo, Gás Natural e Água (Poço) por Campo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Estado;Bacia;Nome Poço;;Campo;Operador;Número do Contrato;Período;Óleo (bbl/dia);Condensado (bbl/dia);Petróleo (bbl/dia);Gás Natural (Mm³/dia);;;Volume Gás Royalties (Mm³/dia);Água (bbl/dia);Instalação Destino;Tipo Instalação;Tempo de Produção (hs por mês);Período da Carga;Corrente;Grau API;Fração de Destilados;;;;;;% em Volumes;;;;;;;;;;;;;;;;Densidade GLP Gás;Densidade GLP Líquido;"PCS GP
(kJ/m³)"
;;ANP;Operador;;;;;;;;Associado;Não Associado;Gás Total;;;;;;;;;Leves;;Médios;;Pesados;;Metano;Etano;Propano;Iso-Butano;Butano;Iso-Pentano;n-Pentano;Hexanos;Heptanos;Octanos;Nonanos;Decanos;Undecanos;Oxigênio;Nitrogênio;Gás Carbônico;;;
;;;;;;;;;;;;;;;;;;;;;;Corte;Volume;Corte;Volume;Corte;Volume;;;;;;;;;;;;;;;;;;;
Espírito Santo;Campos;6-BRSA-1222A-ESS;6JUB48AESS;JUBARTE;Petrobras;480000035609749;2019/07;21.309,0775;0,0000;21.309,0775;727,3706;0,0000;727,3706;22.535,78989;42,7569;PETROBRAS 58;UEP;584;2017/02;Jubarte;24,6;< 290ºC;28,40%;290ºC a 380ºC;14,50%;> 380ºC;57,10%;78,43;8,24;4,12;0,75;1,48;0,44;0,79;1,1;1,11;0,5;0,15;0,06;0;0;0,79;2,04;2,04655;533,531375;39175,6067
Espírito Santo;Campos;6-BRSA-631DB-ESS;6BAZ1DBESS;JUBARTE;Petrobras;480000035609749;2019/07;4.460,0860;0,0000;4.460,0860;155,3562;0,0000;155,3562;4.813,33075;5.345,8053;FPSO CIDADE DE ANCHIETA;UEP;744;2017/02;Jubarte;24,6;< 290ºC;28,40%;290ºC a 380ºC;14,50%;> 380ºC;57,10%;78,43;8,24;4,12;0,75;1,48;0,44;0,79;1,1;1,11;0,5;0,15;0,06;0;0;0,79;2,04;2,04655;533,531375;39175,6067
Espírito Santo;Campos;6-BRSA-639-ESS;6BFR1ESS;JUBARTE;Petrobras;480000035609749;2019/07;15.031,6462;0,0000;15.031,6462;500,2828;0,0000;500,2828;15.500,03047;2.550,2116;FPSO CAPIXABA;UEP;744;2017/02;Jubarte;24,6;< 290ºC;28,40%;290ºC a 380ºC;14,50%;> 380ºC;57,10%;78,43;8,24;4,12;0,75;1,48;0,44;0,79;1,1;1,11;0,5;0,15;0,06;0;0;0,79;2,04;2,04655;533,531375;39175,6067
Espírito Santo;Campos;7-BAZ-3-ESS;7BAZ3ESS;JUBARTE;Petrobras;480000035609749;2019/07;3.329,0443;0,0000;3.329,0443;115,8901;0,0000;115,8901;3.590,56966;1.542,6512;FPSO CIDADE DE ANCHIETA;UEP;717;2017/02;Jubarte;24,6;< 290ºC;28,40%;290ºC a 380ºC;14,50%;> 380ºC;57,10%;78,43;8,24;4,12;0,75;1,48;0,44;0,79;1,1;1,11;0,5;0,15;0,06;0;0;0,79;2,04;2,04655;533,531375;39175,6067
Espírito Santo;Campos;7-BAZ-4-ESS;7BAZ4ESS;JUBARTE;Petrobras;480000035609749;2019/07;7.357,2411;0,0000;7.357,2411;263,3738;0,0000;263,3738;8.159,98975;11.107,6379;FPSO CIDADE DE ANCHIETA;UEP;744;2017/02;Jubarte;24,6;< 290ºC;28,40%;290ºC a 380ºC;14,50%;> 380ºC;57,10%;78,43;8,24;4,12;0,75;1,48;0,44;0,79;1,1;1,11;0,5;0,15;0,06;0;0;0,79;2,04;2,04655;533,531375;39175,6067
Espírito Santo;Campos;7-BAZ-8-ESS;7BAZ8ESS;JUBARTE;Petrobras;480000035609749;2019/07;6.012,6753;0,0000;6.012,6753;179,0012;0,0000;179,0012;5.545,91148;3.490,5171;PETROBRAS 58;UEP;584;2017/02;Jubarte;24,6;< 290ºC;28,40%;290ºC a 380ºC;14,50%;> 380ºC;57,10%;78,43;8,24;4,12;0,75;1,48;0,44;0,79;1,1;1,11;0,5;0,15;0,06;0;0;0,79;2,04;2,04655;533,531375;39175,6067
Espírito Santo;Campos;7-BAZ-9HA-ESS;7BAZ9HAESS;JUBARTE;Petrobras;480000035609749;2019/07;3.067,5217;0,0000;3.067,5217;119,2610;0,0000;119,2610;3.695,00951;404,0211;FPSO CIDADE DE ANCHIETA;UEP;744;2017/02;Jubarte;24,6;< 290ºC;28,40%;290ºC a 380ºC;14,50%;> 380ºC;57,10%;78,43;8,24;4,12;0,75;1,48;0,44;0,79;1,1;1,11;0,5;0,15;0,06;0;0;0,79;2,04;2,04655;533,531375;39175,6067
Espírito Santo;Campos;7-BFR-12PA-ESS;7BFR12PAESS;JUBARTE;Petrobras;480000035609749;2019/07;7.498,9696;0,0000;7.498,9696;327,1187;0,0000;327,1187;10.134,96733;757,0992;PETROBRAS 58;UEP;578;2017/02;Jubarte;24,6;< 290ºC;28,40%;290ºC a 380ºC;14,50%;> 380ºC;57,10%;78,43;8,24;4,12;0,75;1,48;0,44;0,79;1,1;1,11;0,5;0,15;0,06;0;0;0,79;2,04;2,04655;533,531375;39175,6067
