ANP - Agência Nacional do Petroleo, Gás Natural e Biocombustíveis;;;;Data: 04/02/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SIGEP Produção - Versão 9.19, build 17 (Oracle 11g);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMP - Produção de Petróleo, Gás Natural e Água (Poço) por Campo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Estado;Bacia;Nome Poço;;Campo;Operador;Número do Contrato;Período;Óleo (bbl/dia);Condensado (bbl/dia);Petróleo (bbl/dia);Gás Natural (Mm³/dia);;;Volume Gás Royalties (Mm³/dia);Água (bbl/dia);Instalação Destino;Tipo Instalação;Tempo de Produção (hs por mês);Período da Carga;Corrente;Grau API;Fração de Destilados;;;;;;% em Volumes;;;;;;;;;;;;;;;;Densidade GLP Gás;Densidade GLP Líquido;"PCS GP
(kJ/m³)"
;;ANP;Operador;;;;;;;;Associado;Não Associado;Gás Total;;;;;;;;;Leves;;Médios;;Pesados;;Metano;Etano;Propano;Iso-Butano;Butano;Iso-Pentano;n-Pentano;Hexanos;Heptanos;Octanos;Nonanos;Decanos;Undecanos;Oxigênio;Nitrogênio;Gás Carbônico;;;
;;;;;;;;;;;;;;;;;;;;;;Corte;Volume;Corte;Volume;Corte;Volume;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Campos;3-BRSA-1017D-RJS;3MLL69DRJS;MARLIM LESTE;Petrobras;480000039009703;2019/12;914,4357;0,0000;914,4357;28,2458;0,0000;28,2458;806,36092;1.086,5178;PETROBRAS 53;UEP;719;2015/07;Marlim Leste;24,7;< 290ºC;32,18%;290ºC a 380ºC;14,20%;> 380ºC;53,62%;73,11;9,83;8,485;1,307;2,716;0,603;0,756;0,627;0,194;0,078;0,047;0,041;0;0,073;0,744;1,389;2,024767;531,008471;40110,9693
Rio de Janeiro;Santos;3-BRSA-1053-RJS;3RJS699;BÚZIOS;Petrobras;48610012913201000;2019/12;26.040,3136;0,0000;26.040,3136;916,9945;0,0000;916,9945;2.948,92020;26,0663;Petrobras 75 (P-75);UEP;728;2015/07;Búzios;28,4;< 270ºC;31,07%;270ºC a 458ºC;30,08%;> 458ºC;38,85%;59,3;8,45;4,96;0,77;1,6;0,31;0,43;0,27;0,21;0,09;0,08;0,04;0;0,09;0,68;22,72;2,025833;531,135084;30694,1081
Rio de Janeiro;Santos;3-BRSA-1053-RJS;3RJS699;TAMBUATÁ;Petrobras;48610012913201000;2019/12;168,0744;0,0000;168,0744;5,9186;0,0000;5,9186;19,19979;0,1682;Petrobras 75 (P-75);UEP;728;;;;;;;;;;59,3;8,45;4,96;0,77;1,6;0,31;0,43;0,27;0,21;0,09;0,08;0,04;0;0,09;0,68;22,72;2,025833;531,135084;30694,1081
Rio de Janeiro;Santos;3-BRSA-1064-RJS;3RJS700;BÚZIOS;Petrobras;48610012913201000;2019/12;28.169,1881;0,0000;28.169,1881;1.137,8840;0,0000;1.137,8840;3.659,26828;45,7925;Petrobras 76;UEP;671;2015/07;Búzios;28,4;< 270ºC;31,07%;270ºC a 458ºC;30,08%;> 458ºC;38,85%;59,3;8,45;4,96;0,77;1,6;0,31;0,43;0,27;0,21;0,09;0,08;0,04;0;0,09;0,68;22,72;2,025833;531,135084;30694,1081
Rio de Janeiro;Santos;3-BRSA-1064-RJS;3RJS700;TAMBUATÁ;Petrobras;48610012913201000;2019/12;181,8150;0,0000;181,8150;7,3443;0,0000;7,3443;23,82472;0,2956;Petrobras 76;UEP;671;;;;;;;;;;59,3;8,45;4,96;0,77;1,6;0,31;0,43;0,27;0,21;0,09;0,08;0,04;0;0,09;0,68;22,72;2,025833;531,135084;30694,1081
Rio de Janeiro;Santos;3-BRSA-1184-RJS;3RJS723;BÚZIOS;Petrobras;48610012913201000;2019/12;23.587,4356;0,0000;23.587,4356;740,4435;0,0000;740,4435;2.381,15806;70,9755;Petrobras 77;UEP;657;2015/07;Búzios;28,4;< 270ºC;31,07%;270ºC a 458ºC;30,08%;> 458ºC;38,85%;59,3;8,45;4,96;0,77;1,6;0,31;0,43;0,27;0,21;0,09;0,08;0,04;0;0,09;0,68;22,72;2,025833;531,135084;30694,1081
Rio de Janeiro;Santos;3-BRSA-1184-RJS;3RJS723;TAMBUATÁ;Petrobras;48610012913201000;2019/12;152,2426;0,0000;152,2426;4,7791;0,0000;4,7791;15,50321;0,4581;Petrobras 77;UEP;657;;;;;;;;;;59,3;8,45;4,96;0,77;1,6;0,31;0,43;0,27;0,21;0,09;0,08;0,04;0;0,09;0,68;22,72;2,025833;531,135084;30694,1081
Rio de Janeiro;Santos;3-BRSA-1305A-RJS;3RJS739A;MERO;Petrobras;48610011150201300;2019/12;43.144,1136;0,0000;43.144,1136;2.912,8260;0,0000;2.912,8260;10.038,18396;114,3323;FPSO PIONEIRO DE LIBRA;UEP;744;2017/06;LIBRA;29,1;< 270ºC;32,57%;270ºC a 458ºC;25,51%;> 458ºC;41,92%;69,599;3,493;4,464;0,751;1,522;0,399;0,542;0,094;0,168;0;0;0;0;0,228;3,533;15,207;2,033905;532,108052;31074,3962
